executive_order_number,title,signing_date,disposition_notes,president,days,count
11403.0,Providing for the restoration of law and order in the Washington  Metropolitan Area,1968-04-05,"Federal Register page and date: 33 FR 5501; April 9, 1968
See: Proc. 3840, April 5, 1968",Lyndon B Johnson,1596,277.0
11404.0,Providing for the restoration of law and order in the State of Illinois,1968-04-07,"Federal Register page and date: 33 FR 5503; April 9, 1968
See: Proc. 3841, April 7, 1968",Lyndon B Johnson,1598,278.0
11405.0,Providing for the restoration of law and order in the State of Maryland,1968-04-07,"Federal Register page and date: 33 FR 5505; April 9, 1968
See: Proc. 3842, April 7, 1968",Lyndon B Johnson,1598,279.0
11406.0,Assigning authority with respect to ordering units in the Ready Reserve to active duty,1968-04-10,"Federal Register page and date: 33 FR 5735; April 13, 1968
Expired:  June 30, 1968
See: EO 11366, August 4, 1967",Lyndon B Johnson,1601,280.0
11407.0,"Amending   11174, establishing the Presidential Service Certificate and the Presidential Service Badge",1968-04-23,"Federal Register page and date: 33 FR 6283; April 25, 1968
Amends: EO 11174, September 1, 1964
Amended by: EO 11520, March 25, 1970",Lyndon B Johnson,1614,281.0
11408.0,"Revoking   9 of January 17, 1873, and amendatory orders, relating to dual Federal-State office holding, and   9367 of August 4, 1943, prohibiting Government employees from instructing persons for certain Government examinations",1968-04-25,"Federal Register page and date: 33 FR 6459; April 27, 1968
Revokes:

      

      EO 9, January 17, 1873;

      

      EO 9-2, January 28, 1873; EO 9367, August 4,

      1943;
Revokes in part:

      

      EO 653, June 13, 1907;

      

      EO 661, June 26, 1907;

      

      EO 1072, May 14, 1909;

      

      EO 1118, August 4, 1909;

      

      EO 1210, June 13, 1910;

      

      EO 1390, August 2, 1911;

      

      EO 1472, February 14, 1912;

      

      EO 1583, August 24, 1912;

      

      EO 1930, May 5, 1914;

      

      EO 1947, May 26, 1914;

      

      EO 1991, July 9, 1914;

      

      EO 2071, October 31, 1914;

      

      EO 2154, March 25, 1915;

      

      EO 2252, October 6, 1915;

      

      EO 2325, February 23, 1916;

      

      EO 2596, April 14, 1917;

      

      EO 2819, March 9, 1918;

      

      EO 3158, August 27, 1919;

      

      EO 3359, November 25, 1920;

      

      EO 3597, December 24, 1921;

      

      EO 3668, April 29, 1922;

      

      EO 3771, January 2, 1923;

      

      EO 3860, June 7, 1923;

      

      EO 3941, January 11, 1924;

      

      EO 4013, May 19, 1924;

      

      EO 4048, July 12, 1924;

      

      EO 4059, August 6, 1924;

      

      EO 4250, June 10, 1925;

      

      EO 4439, May 8, 1926;

      

      EO 4527, October 22, 1926;

      

      EO 4627, April 7, 1927;

      

      EO 5133, June 7, 1929;

      

      EO 5187, September 9, 1929;

      

      EO 5188, September 10, 1929;

      

      EO 5627, May 20, 1931;

      

      EO 5666, July 3, 1931;

      

      EO 5700, August 31, 1931;

      

      EO 6051, February 27, 1933;

      

      EO 6108, April 12, 1933;

      

      EO 6259, August 27, 1933;

      

      EO 6518, December 21, 1933;

      

      EO 6824, August 16, 1934;

      

      EO 7332, April 3, 1936;

      

      EO 7369, May 13, 1936; EO 7636, June 17, 1937;

      EO 7648, June 28, 1937; EO

      7736, November 6, 1937; EO 7796, January

      21, 1938; EO 7823, February 25, 1938; EO

      7896, May 24, 1938; EO 7944, August 4,

      1938; EO 8390, April 11, 1940; EO

      8399, April 29, 1940; EO 8516, August 15,

      1940; EO 8880, August 30, 1941; EO

      9442, May 15, 1944; EO 9845, April 28,

      1947; EO 10044, March 15, 1949; EO

      10055, May 6, 1949; EO 10645, November

      22, 1955
See: EO 11222 of May 8, 1968; 5 U.S.C. 7301

      and sec. 735.203 of Civil Service regulations",Lyndon B Johnson,1616,282.0
11409.0,"Amending   11248, placing certain positions in levels IV and V of the Federal Executive Salary Schedule",1968-04-29,"Federal Register page and date: 33 FR 6601; May 1, 1968
Amends: EO 11248, October 10, 1965 (which

      was revoked by EO 11708, March 23, 1973)",Lyndon B Johnson,1620,283.0
11410.0,"Amending   11183, establishing the President's Commission on White House Fellowships",1968-05-06,"Federal Register page and date: 33 FR 6911; May 8, 1968
Amends: EO 11183, October 3, 1964
See: EO 11648, February 16, 1972",Lyndon B Johnson,1627,284.0
11411.0,"Amending   11394, relating to the President's Commission for the Observance of Human Rights Year 1968",1968-05-13,"Federal Register page and date: 33 FR 7145; May 15, 1968
Amends: EO 11394, January 30, 1968",Lyndon B Johnson,1634,285.0
11412.0,Establishing a National Commission on the Causes and Prevention of Violence,1968-06-10,"Federal Register page and date: 33 FR 8583; June 12, 1968
Amended by: EO 11469, May 23, 1969",Lyndon B Johnson,1662,286.0
11413.0,Adjusting rates of pay for certain statutory schedules,1968-06-11,"Federal Register page and date: 33 FR 8641; June 13, 1968
Superseded by: EO 11811, October 7,

      1974",Lyndon B Johnson,1663,287.0
11414.0,Adjusting the rates of monthly basic pay for members of the Uniformed Services,1968-06-11,"Federal Register page and date: 33 FR 8645; June 13, 1968
Superseded by: EO 11812, October 7,

      1974",Lyndon B Johnson,1663,288.0
11415.0,"Reconstituting the National Advisory Committee on the Selection of Physicians, Dentists, and Allied Specialists and the Health Resources Advisory Committee",1968-06-24,"Federal Register page and date: 33 FR 9329; June 26, 1968
Revokes: EO 10166, October 4, 1950; EO

      10185, December 1, 1950
Committee continued by EO 11827, January

      4, 1975; EO 11948, December 20, 1976
Revoked by EO 12148, July 20, 1979
See: EO 11725, June 27, 1973",Lyndon B Johnson,1676,289.0
11416.0,"Placing an additional position in level V of the Federal

Executive Salary Schedule",1968-06-24,"Federal Register page and date: 33 FR 9385; June 27, 1968
Amends: EO 11248, October 10, 1965",Lyndon B Johnson,1676,290.0
11417.0,Adding an Assistant Secretary of Commerce to the membership of the Development Loan Committee,1968-07-24,"Federal Register page and date: 33 FR 10625; July 26, 1968
Amends: EO 10973, November 3, 1961
Revoked by: EO 12163, September 29, 1979",Lyndon B Johnson,1706,291.0
11418.0,Extending the life of the President's Advisory Council on Cost Reduction,1968-07-27,"Federal Register page and date: 33 FR 10783; July 30, 1968
Amends: EO 11353, May 23, 1967
Revoked by: EO 11509, February 11, 1970",Lyndon B Johnson,1709,292.0
11419.0,Relating to trade and other transactions involving Southern Rhodesia,1968-07-29,"Federal Register page and date: 33 FR 10837; July 31, 1968
Amended by: EO 11978, March 18, 1977
Modifies EO 11322, January 5, 1967
Revoked by: EO 12183, December 16, 1979
See: EO 11677, August 1, 1972; EO

      11940, September 30, 1976",Lyndon B Johnson,1711,293.0
11420.0,Establishing the Export Expansion Advisory Committee,1968-07-31,"Federal Register page and date: 33 FR 10997; August 2, 1968",Lyndon B Johnson,1713,294.0
11421.0,Placing an additional position in level V of the Federal Executive Salary Schedule,1968-08-09,"Federal Register page and date: 33 FR 11447; August 13, 1968
Amends: EO 11248, October 10, 1965",Lyndon B Johnson,1722,295.0
11422.0,Cooperative Area Manpower Planning System,1968-08-15,"Federal Register page and date: 33 FR 11739; August 20, 1968
Amended by: EO 12107, December 28, 1978
Revoked by: EO 12553, February 25, 1986",Lyndon B Johnson,1728,296.0
11423.0,Providing for the performance of certain functions heretofore performed by the President with respect to certain facilities constructed and maintained on the borders of the United States,1968-08-16,"Federal Register page and date: 33 FR 11741; August 20, 1968
Amended by: EO 12847, May 17, 1993; EO 13284, January 23, 2003; EO 13337, April 30, 2004
See: EO 10485, September 3, 1953;

      EO 10530, May 10, 1954",Lyndon B Johnson,1729,297.0
11424.0,Amending   11157 as it relates to incentive pay for hazardous duty involving aerial flight,1968-08-29,"Federal Register page and date: 33 FR 12361; September 4, 1968
Amends: EO 11157, June 22, 1964",Lyndon B Johnson,1742,298.0
11425.0,Study of United States foreign trade policy,1968-08-30,"Federal Register page and date: 33 FR 12363; September 4, 1968
Revokes: EO 11143, March 2, 1964; EO

      11159, June 23, 1964
See: EO 11007, February 26, 1962",Lyndon B Johnson,1743,299.0
11426.0,Federal-State liaison and cooperation,1968-08-31,"Federal Register page and date: 33 FR 12615; September 6, 1968
Superseded by: EO 11455, February

      14, 1969",Lyndon B Johnson,1744,300.0
11427.0,Terminating the Maritime Advisory Committee,1968-09-04,"Federal Register page and date: 33 FR 12617; September 6, 1968
Revokes: EO 11156, June 17, 1964",Lyndon B Johnson,1748,301.0
11428.0,Terminating the President's Advisory Committee on Supersonic Transport,1968-09-05,"Federal Register page and date: 33 FR 12719; September 7, 1968
Revokes: EO 11149, April 1, 1964
Revokes in part: EO 11382, November 28,

      1967
See: Pub. L. 94-412 (90 Stat. 1255, 50 U.S.C. 1601)",Lyndon B Johnson,1749,302.0
11429.0,"Amending   11302, relating to travel expenses of claimants and beneficiaries of the Veteran's Administration and their attendants",1968-09-09,"Federal Register page and date: 33 FR 12817; September 11, 1968
Amends: EO 11302, September 6, 1966
See: EO 11609, July 22, 1971",Lyndon B Johnson,1753,303.0
11430.0,"Prescribing the Manual for Courts-Martial, United States, 1969",1968-09-11,"Federal Register page and date: 33 FR 13502; September 14, 1968
Supersedes in part: EO 10214, February 8,

      1951
See: EO 11476, June 19, 1969 (which

      was rescinded by EO 12473, April 13, 1984)",Lyndon B Johnson,1755,304.0
11431.0,Creating a board of inquiry to report on certain labor disputes affecting the maritime industry of the United States,1968-09-30,"Federal Register page and date: 33 FR 14697; October 2, 1968
Revoked by: EO 12553, February 25, 1986",Lyndon B Johnson,1774,305.0
11432.0,Control of arms imports,1968-10-22,"Federal Register page and date: 33 FR 15701; October 24, 1968
Amends: EO 10973, November 3, 1961
Revoked by: EO 12163, September 29, 1979",Lyndon B Johnson,1796,306.0
11433.0,"Creating an emergency board to investigate disputes between the Illinois Central Railroad Company, Louisville & Nashville Railroad Company, and the Belt Railway Company of Chicago, and certain of their employees",1968-11-06,"Federal Register page and date: 33 FR 16379; November 8, 1968
Revoked by: EO 12553, February 25, 1986",Lyndon B Johnson,1811,307.0
11434.0,"Relating to the administration of the Foreign Service personnel systems of the United States, and for other purposes",1968-11-08,"Federal Register page and date: 33 FR 16485; November 13, 1968
Effective: August 20, 1968
Amends: EO 11264, December 31, 1965
Amended by: EO 12107, December 28, 1978
Revoked in part by: EO 12292, February

      23, 1981; EO 12363, May 21, 1982
Revoked by: EO 12553, February 25, 1986",Lyndon B Johnson,1813,308.0
11435.0,Designating the Secretary of the Interior to accept on behalf of the United States retrocession by any State of certain criminal and civil jurisdiction over Indian country,1968-11-21,"Federal Register page and date: 33 FR 17339; November 23, 1968",Lyndon B Johnson,1826,309.0
11436.0,"Suspending the provisions of section 6372 of title 10 of the United States Code, which relate to the retirement or retention on the active list of certain rear admirals in the Navy",1968-12-02,"Federal Register page and date: 33 FR 17943; December 4, 1968
Revoked by: EO 12553, February 25, 1986
See: Pub. L. 96-513 (94 Stat. 2898)",Lyndon B Johnson,1837,310.0
11437.0,"Suspending the provisions of section 5751(b) of title 10 of the United States Code, relating to service-in-grade requirements for promotion of officers of the Navy and Marine Corps",1968-12-02,"Federal Register page and date: 33 FR 17945; December 4, 1968
Revokes: EO 11232, July 8, 1965; EO

      11352, May 22, 1967; EO 11361, July 6,

      1967
Revoked by: EO 12082, September 19, 1978",Lyndon B Johnson,1837,311.0
11438.0,Prescribing procedures governing interdepartmental cash awards to the members of the Armed Forces,1968-12-03,"Federal Register page and date: 33 FR 18085; December 5, 1968
Amended by: EO 12107, December 28, 1978; EO 13286, February 28, 2003",Lyndon B Johnson,1838,312.0
11439.0,"Revoking   11372, designating the Lake Ontario Claims Tribunal as a public international organization entitled to enjoy certain privileges, exemptions, and immunities",1968-12-07,"Federal Register page and date: 33 FR 18257; December 10, 1968
Revokes: EO 11372, September 18, 1967",Lyndon B Johnson,1842,313.0
11440.0,Providing for the supplemental use of exhibits and displays created in furtherance of authorized programs of executive departments and agencies,1968-12-11,"Federal Register page and date: 33 FR 18475; December 13, 1968
Amended by: EO 12608, September 9, 1987
See Pub. L. 98-497 of October 19, 1984 (98 Stat. 2283)",Lyndon B Johnson,1846,314.0
11441.0,"Amending   11248, placing certain positions in levels IV and V of the Federal Executive Salary Schedule",1968-12-23,"Federal Register page and date: 33 FR 19775; December 27, 1968
Amends: EO 11248, October 10, 1965 (which

      was revoked by EO 11708, March 3, 1973)",Lyndon B Johnson,1858,315.0
