executive_order_number,title,signing_date,disposition_notes
10647.0,"Providing for the Appointment of Certain Persons Under the Defense Production Act of 1950, as Amended","November 28, 1955","Federal Register page and date: 20 FR 8769, November 30, 1955
Revokes: EO 10182, November 21, 1950; EO
      10205, January 16, 1951
Amended by: EO 11355, May 26, 1967; EO
      12107, December 28, 1978
Superseded or revoked by: EO 12919, June
      3, 1994
See: Memorandum of February 9, 1962 (27 FR 1341)"
10646.0,Designating the Secretary of Defense To Coordinate and Facilitate Actions Required To Discharge Federal Responsibilities Under the Federal Voting Assistance Act of 1955,"November 22, 1955","Federal Register page and date: 20 FR 8681, November 26, 1955"
10645.0,"Amendment of   9 of January 17, 1873, To Permit an Officer or Employee of the Federal Government To Hold the Office of Member of the State Board of Agriculture of the State of","November 22, 1955","Federal Register page and date: 20 FR 8681, November 26, 1955
Amends: EO 9, January 17, 1873
Revoked by: EO 11408, April 25, 1968 (in
      part)"
10644.0,"Administration of Title II of the International Claims Settlement Act of 1949, as Amended, Relating to the Vesting and Liquidation of Bulgarian, Hungarian, and Romanian Property","November 7, 1955","Federal Register page and date: 20 FR 8363, November 9, 1955
Amended by: EO 11281, May 13, 1966
Revoked by: EO 12553, February 25, 1986"
10643.0,Creating an Emergency Board To Investigate Disputes Between the Albany Port District Railroad and Other Carriers and Certain of Their Employees,"November 7, 1955","Federal Register page and date: 20 FR 8359, November 9, 1955
Revoked by: EO 12553, February 25, 1986"
10642.0,Suspending Certain Statutory Provisions Relating to Employment in the Canal Zone,"October 26, 1955","Federal Register page and date: 20 FR 8137, October 29, 1955"
10641.0,Amending the Civil Service Rules by Adding Rule VIII - Appointments to Overseas Positions,"October 26, 1955","Federal Register page and date: 20 FR 8137, October 29, 1955
Amended by: EO 12107, December 28, 1978
See: EO 10577, November 22, 1954"
10640.0,The President's Committee on Employment of the Physically Handicapped,"October 10, 1955","Federal Register page and date: 20 FR 7717, October 14, 1955
Superseded by: EO 10994, February 14, 1962"
10639.0,Amendment of the Tariff of United States Foreign Service Fees,"October 10, 1955","Federal Register page and date: 20 FR 7717, October 14, 1955
Revoked by: EO 10697, February 6, 1957
See: EO 7968, September 3, 1938"
10638.0,Authorizing the Director of the Office of Defense Mobilization To Order the Release of Strategic and Critical Materials From Stock Piles in the Event of an Attack Upon the United States,"October 10, 1955","Federal Register page and date: 20 FR 7637, October 13, 1955
Amended by: EO 10773, July 1, 1958
Revoked by: EO 11051, September 27, 1962"
10637.0,Delegating to the Secretary of the Treasury Certain Functions of the President Relating to the United States Coast Guard,"September 16, 1955","Federal Register page and date: 20 FR 7025, September 20, 1955
Amended by: EO 13286, February 28, 2003"
10636.0,"Amendment of   10000 of September 16, 1948, Prescribing Regulations Governing Additional Compensation and Credit Granted Certain Employees of the Federal Government Serving","September 16, 1955","Federal Register page and date: 20 FR 7025, September 20, 1955
Amends: EO 10000, September 16, 1948
Revoked by: EO 10903, January
      9, 1961 (in part)
See: 5 CFR, Chap. III, 28 FR 4811"
10635.0,Creating an Emergency Board to Investigate a Dispute Between the Pennsylvania Railroad and Certain of its Employees,"September 1, 1955","Federal Register page and date: 20 FR 6485, September 2, 1955
Revoked by: EO 12553, February 25, 1986"
10634.0,"Providing for Loans To Aid in the Reconstruction, Rehabilitation and Replacement of Facilities Which Are Destroyed or Damaged by a Major Disaster and Which Are Required for National Defense","August 25, 1955","Federal Register page and date: 20 FR 6433, September 1, 1955
Amended by: EO 10773, July 1, 1958; EO
      11051, September 27, 1962
Revoked by: EO 12148, July 20, 1979
See: EO 11725, June 27, 1973"
10633.0,"Establishing an Airspace Reservation Over the Las Vegas Project, Las Vegas, Nevada","August 19, 1955","Federal Register page and date: 20 FR 6209, August 25, 1955
Supersedes: EO 10218, February 28, 1951
Amended by: EO 10775, July 25, 1958
Revoked by: Federal Aviation Agency regulations of July 12, 1961 (Airspace Docket No. 60-LA-119) (26 FR 6233)"
10632.0,"Suspension of Certain Provisions of the Officer Personnel Act of 1947, as Amended, Which Relate to the Promotion of Officers of the Medical Corps and Dental Corps of the Navy","August 19, 1955","Federal Register page and date: 20 FR 6115, August 23, 1955
Note: See Public Law 94-412 (90 Stat. 1255; 50 U.S.C. 1601), which terminates, effective Sept. 14, 1978, all powers and authorities, except those expressly cited, possessed by the President and/or other Federal officials as a result of any declaration of a national emergency in effect on Sept. 14, 1976."
10631.0,Code of Conduct for Members of the Armed Forces of the United States,"August 17, 1955","Federal Register page and date: 20 FR 6057, August 20, 1955
Amended by: EO 11382, November 28, 1967;
      EO 12017, November 3, 1977; EO 13286, February 28, 2003"
10630.0,"Creating an Emergency Board To Investigate a Dispute Between the New York Central System, Lines East, and Certain of Its Employees","August 13, 1955","Federal Register page and date: 20 FR 5911, August 16, 1955
Revoked by: EO 12553, February 25, 1986"
10629.0,Authorizing Enlistments in the Ready Reserve of the Army Reserve and Marine Corps Reserve,"August 13, 1955","Federal Register page and date: 20 FR 5911, August 16, 1955
Amended by: EO 10667, May 9, 1956; EO
      10677, September 1, 1956
Note: The authority of EO 10629 was repealed by Public Law 88-110 (77 Stat. 134)."
10628.0,"Restoring Limitations Upon Punishments for Violations of Articles 82, 85, 86(3), 87, 90, 91(1) and (2), 113, and 115 of the Uniform Code of Military Justice","August 5, 1955","Federal Register page and date: 20 FR 5741, August 10, 1955
Revokes: EO 10247, May 29, 1951
See: EO 10565, September 28, 1954"
10627.0,"Inspection of Income, Excess-Profits, Declared-Value Excess-Profits, Capital-Stock, Estate, and Gift Tax Returns by the Committee on Un-American Activities, House of Representatives","August 5, 1955","Federal Register page and date: 20 FR 5741, August 10, 1955"
10626.0,Establishment of the Interdepartmental Committee for Voluntary Payroll Savings Plan for the Purchase of United States Savings Bonds,"August 4, 1955","Federal Register page and date: 20 FR 5671, August 6, 1955
Supersedes: EO 9953, April 23, 1948
Superseded by: EO 11532, June 2, 1970"
10625.0,Further Providing for the Administration of Foreign Aid Functions,"August 2, 1955","Federal Register page and date: 20 FR 5571, August 4, 1955
Amends: EO 10575, November 6, 1954
Superseded by: EO 10893, November 8, 1960
See: EO 10610, May 9, 1955; EO
      10822, May 20, 1959"
10624.0,Regulations Relating to Personnel of the Department of Agriculture Assigned to Service Abroad,"July 28, 1955","Federal Register page and date: 20 FR 5445, July 30, 1955
Amended by: EO 10903, January
      9, 1961; EO 11530, May 26, 1970; EO
      12292, February 23, 1981; EO 12608, September
      9, 1987
See: EO 10575, November 6, 1954"
10623.0,"Amendment of Certain Provisions of s  10000 and  10011, as Amended, Pertaining to Salary Differentials and Allowances for Officers and Employees of the Foreign Service Serving","July 23, 1955","Federal Register page and date: 20 FR 5297, July 26, 1955
Amends: EO 10000, September 16, 1948; EO
      10011, October 22, 1948
Revoked by: EO 10903, January
      9, 1961"
10622.0,"Creating an Emergency Board To Investigate a Dispute Between the Railway Express Agency, Inc., and Certain of Its Employees","July 1, 1955","Federal Register page and date: 20 FR 4762, July 6, 1955
Revoked by: EO 12553, February 25, 1986"
10621.0,Delegation of Certain Functions of the President to the Secretary of Defense,"July 1, 1955","Federal Register page and date: 20 FR 4759, July 6, 1955
Amended by: EO 11294, August 4, 1966; EO
      12396, December 9, 1982; EO 12561, July
      1, 1986"
10620.0,"Inspection of Income, Excess-Profits, Declared-Value Excess-Profits, Capital-Stock, Estate, and Gift Tax Returns by the Senate Committee on the Judiciary","July 1, 1955","Federal Register page and date: 20 FR 4759, July 6, 1955"
10619.0,"Inspection of Individual Income Tax Returns by the Department of Health, Education, and Welfare","June 29, 1955","Federal Register page and date: 20 FR 4673, July 1, 1955"
10618.0,"Amendment of   10152, Prescribing Regulations Relating to the Right of Members of the Uniformed Services to Incentive Pay for the Performance of Hazardous Duty Required by Competent","June 28, 1955","Federal Register page and date: 20 FR 4671, July 1, 1955
Amends: EO 10152, August 17, 1950
Revoked by: EO 11157, June 22, 1964
See: EO 10739, November 15, 1957"
10617.0,Suspension of the Operation of Certain Provisions of the Officer Personnel Act of 1947 Applicable to the Retirement of Colonels of the Regular Army,"June 28, 1955","Federal Register page and date: 20 FR 4671, July 1, 1955
See: Public Law 94-412 (90 Stat. 1255; 50 U.S.C. 1601), which terminates, effective September 14, 1978, all powers and authorities, except those expressly cited, possessed by the President and/or other Federal officials as a result of any declaration of a national emergency in effect on September 14, 1976."
10616.0,"Suspension of Certain Provisions of the Officer Personnel Act of 1947, as Amended, Which Relates to Officers of the Marine Corps of the Grade of Brigadier General","June 21, 1955","Federal Register page and date: 20 FR 4435, June 24, 1955
Revoked by: EO 12082, September 19, 1978
See: Public Law 94-412 (90 Stat. 1255; 50 U.S.C. 1601), which terminates, effective September 14, 1978, all powers and authorities, except those expressly cited, possessed by the President and/or other Federal officials as a result of any declaration of a national emergency in effect on September 14, 1976."
10615.0,"Creating an Emergency Board To Investigate a Dispute Between Certain Carriers Represented by the Eastern, Western, and Southeastern Carriers' Conference Committees and Certain of Their Employees","June 17, 1955","Federal Register page and date: 20 FR 4315, June 21, 1955
Revoked by: EO 12553, February 25, 1986"
10614.0,Regulations Governing the Payment of General-Average Contributions in Connection With the Transportation of Certain Baggage and Household Goods and Effects of Military and Civilian Personnel,"May 25, 1955","Federal Register page and date: 20 FR 3699, May 27, 1955"
10613.0,"Amendment of   10393 of September 4, 1952, Establishing the Clemency and Parole Board for War Criminals","May 16, 1955","Federal Register page and date: 20 FR 3455, May 18, 1955
Amends: EO 10393, September 4, 1952
Revoked by: EO 10747, December 31, 1957"
10612.0,Restoring Certain Lands Reserved for Military Purposes to the Jurisdiction of the Territory of Hawaii,"May 11, 1955","Federal Register page and date: 20 FR 3246, May 13, 1955"
10611.0,Establishing the Civil Defense Coordinating Board and Defining its Duties,"May 11, 1955","Federal Register page and date: 20 FR 3245, May 13, 1955
Revoked by: EO 10773, July 1, 1958"
10610.0,Administration of Mutual Security and Related Functions,"May 9, 1955","Federal Register page and date: 20 FR 3179, May 11, 1955
Amended by: EO 10663, March 24, 1956; EO
      10700, February 25, 1957; EO 10742, November
      29, 1957
Superseded by: EO 10893, November 8, 1960
Revoked by: EO 10822, May 20, 1959 (in part)
See: EO 10575, November 6, 1954; EO
      10625, August 2, 1955"
10609.0,Delegating to the Secretary of State Authority To Appoint Alternate United States Commissioners to the Caribbean Commission,"May 7, 1955","Federal Register page and date: 20 FR 3147, May 10, 1955"
10608.0,United States Authority and Functions in Germany,"May 5, 1955","Federal Register page and date: 20 FR 3093, May 7, 1955
Revokes: EO 10062, June 6, 1949; EO
      10144, July 21, 1950
Amended by: EO 12608, September 9, 1987"
10607.0,"Inspection of Income, Excess-Profits, Declared-Value Excess-Profits, Capital-Stock, Estate, and Gift Tax Returns by the Committee on Government Operations, House of Representatives","May 3, 1955","Federal Register page and date: 20 FR 3017, May 5, 1955"
10606.0,"Inspection of Income, Excess-Profits, Declared-Value Excess-Profits, Capital-Stock, Estate, and Gift Tax Returns by the Senate Committee on Government Operations","May 3, 1955","Federal Register page and date: 20 FR 3017, May 5, 1955"
