,executive_order_number,title,signing_date,disposition_notes,president,days,count
3673,11170.0,Creating an emergency board to investigate disputes between the carriers represented by the National Railway Labor Conference and certain of their employees,1964-08-18,"Federal Register page and date: 29 FR 11893; August 20, 1964
Revoked by: EO 12553, February 25, 1986",Lyndon B Johnson,270,43.0
3674,11171.0,The Canal Zone Merit System and regulations relating to conditions of employment in the Canal Zone,1964-08-18,"Federal Register page and date: 29 FR 11897; August 20, 1964
Supersedes: EO 10794, December 10, 1958
Order codified at 35 CFR Part 251
Amended by: EO 12107, December 28, 1978
Revoked by: EO 12553, February 25, 1986",Lyndon B Johnson,270,44.0
3675,11172.0,"Setting aside for the use of the United States certain public lands and other public property located at the Kapalama Military Reservation, Hawaii",1964-08-19,"Federal Register page and date: 29 FR 11997; August 22, 1964",Lyndon B Johnson,271,45.0
3676,11173.0,"Amending   11073,
      relating to Federal salary administration",1964-08-20,"Federal Register page and date: 29 FR 11999; August 22, 1964
Amends: EO 11073, January 2, 1963
Superseded by: EO 11721, May 23, 1973",Lyndon B Johnson,272,46.0
3677,11174.0,Establishing the Presidential Service Certificate and the Presidential Service Badge,1964-09-01,"Federal Register page and date: 29 FR 12547; September 3, 1964
Amends: EO 10879, June 1, 1960
Amended by: EO 11407, April 23, 1968
See: EO 11198, February 10, 1965; EO
      11520, March 25, 1970",Lyndon B Johnson,284,47.0
3678,11175.0,Exclusion for original or new Canadian issues as required for international monetary stability,1964-09-02,"Federal Register page and date: 29 FR 12605; September 5, 1964
Amended by: EO 11304, September 12, 1966
Authority repealed by Pub. L. 94-455 (90 Stat. 1814, 26 U.S.C. 4911 nt.)
See: EO 11198, February 10, 1965",Lyndon B Johnson,285,48.0
3679,11176.0,Inspection of certain interest equalization tax information returns by the Board of Governors of the Federal Reserve System and the Federal Reserve Banks,1964-09-03,"Federal Register page and date: 29 FR 12607; September 5, 1964
Superseded by: EO 11213, April 2, 1965",Lyndon B Johnson,286,49.0
3680,11177.0,"Providing for certain arrangements under the Columbia River
Treaty",1964-09-16,"Federal Register page and date: 29 FR 13097; September 19, 1964
Amended by: EO 12038, February 3, 1978",Lyndon B Johnson,299,50.0
3681,11178.0,"Providing for the transfer of lands in Georgia from the Chattahoochee National Forest to the Oconee National Forest; the addition of land in Indiana to the Hoosier National Forest; the addition of land in Oklahoma to the Quachita National Forest; and the adjustment of the boundary of the Tombigbee National Forest, Mississippi",1964-09-18,"Federal Register page and date: 29 FR 13133; September 22, 1964
Amends: EO 10851, November 27, 1959
Supersedes: Proc. 2263, December 7, 1937",Lyndon B Johnson,301,51.0
3682,11179.0,Providing for the National Defense Executive Reserve,1964-09-22,"Federal Register page and date: 29 FR 13239; September 24, 1964
Supersedes: EO 10660, February 15, 1956
Amended by: EO 12148, July 20, 1979
Superseded or revoked by EO 12919, June
      3, 1994
See: EO 11725, June 27, 1973 (transfer of
      functions from OEP to GSA)",Lyndon B Johnson,305,52.0
3683,11180.0,Creating an Emergency Board To Investigate Disputes Between the Carriers Represented by the National Railway Labor Conference and Certain of Their Employees,1964-09-24,"Federal Register page and date: 29 FR 13365; September 26, 1964
Revoked by: EO 12553, February 25, 1986",Lyndon B Johnson,307,53.0
3684,11181.0,Creating a Board of Inquiry To Report on Certain Labor Disputes Affecting the Maritime Industry of the United States,1964-09-30,"Federal Register page and date: 29 FR 13557; October 2, 1964
Revoked by: EO 12553, February 25, 1986",Lyndon B Johnson,313,54.0
3685,11182.0,Establishing Federal Development Planning Committees for Alaska,1964-10-02,"Federal Register page and date: 29 FR 13629; October 6, 1964
Revokes: EO 11150, April 2, 1964
Amended by: EO 11382, November 28, 1967;
      EO 11386, December 28, 1967
Revoked by: EO 11608, July 19, 1971",Lyndon B Johnson,315,55.0
3686,11183.0,Establishing the President's Commission on White House Fellowships,1964-10-03,"Federal Register page and date: 29 FR 13633; October 6, 1964
Amended by: EO 11410, May 6, 1968; EO
      11648, February 16, 1972; EO 11827, January
      4, 1975; EO 11946, October 25, 1976; EO
      11948, December 20, 1976; EO 12012,
      October 3, 1977; EO 12107, December 28, 1978;
      EO 12110, December 28, 1978; EO
      12258, December 31, 1980; EO 12399, December
      31, 1982; EO 12489, September 28, 1984; EO
      12534, September 30, 1985; EO 12610, September
      30, 1987; EO 12653, September 29, 1988; EO
      12692, September 29, 1989; EO 12774, September
      27, 1991; EO 12974, September 29, 1995; EO
      13062, September 29, 1997; EO 13138, September
      30, 1999; EO 13225, September 28, 2001; EO 13316, September 17, 2003; EO 13385, September 29, 2005
Continued by: EO 13446, September 28, 2007; EO 13511, September 29, 2009; EO 13652, September 30, 2013; EO 13708, September 30, 2015
See: Pub. L. 102-393 (106 Stat. 1755); EO 13585, September 30, 2011",Lyndon B Johnson,316,56.0
3687,11184.0,"Amending   10530,
      Relating to the Performance of Certain Functions Vested in or Subject to
      the Approval of the President",1964-10-13,"Federal Register page and date: 29 FR 14155; October 15, 1964
Amends: EO 10530, May 10, 1954
Superseded in part by: EO 11196, February
      2, 1965
Superseded by: EO 11230, June 28, 1965",Lyndon B Johnson,326,57.0
3688,11185.0,To facilitate coordination of Federal education programs,1964-10-16,"Federal Register page and date: 29 FR 14399; October 20, 1964
Amended by: EO 11260, December 11, 1965
Superseded by: EO 11761, January 17,
      1974",Lyndon B Johnson,329,58.0
3689,11186.0,Establishing the Federal Development Planning Committee for Appalachia,1964-10-23,"Federal Register page and date: 29 FR 14617; October 27, 1964
Revoked by: EO 11209, March 25, 1965",Lyndon B Johnson,336,59.0
3690,11187.0,Permitting certain employees of the postal field service to be given career appointments,1964-10-24,"Federal Register page and date: 29 FR 14659; October 28, 1964
This order was only for a limited amount of time.",Lyndon B Johnson,337,60.0
3691,11188.0,Amending the Selective Service regulations,1964-11-17,"Federal Register page and date: 29 FR 15559; November 20, 1964
Amends: EO 9988, August 20, 1948; EO
      10292, September 25, 1951; EO 10363, June
      17, 1952; EO 10650, January 6, 1956; EO
      10659, February 15, 1956; EO 10714, June
      13, 1957; EO 10809, March 19, 1959; EO
      10837, September 14, 1959; EO 10984, January
      5, 1962; EO 11098, March 14, 1963
Amended by: EO 11350, May 3, 1967; EO
      11360, June 30, 1967
Revoked by: EO 12553, February 25, 1986",Lyndon B Johnson,361,61.0
3692,11189.0,Placing certain positions in levels IV and V of the Federal Executive Salary Schedule,1964-11-23,"Federal Register page and date: 29 FR 15855; November 26, 1964
Amended by: EO 11195, January 30, 1965
Nullified by 80 Stat. 460, 461 (5 U.S.C. 5315, 5316) which included all
      positions added by this Executive order and its amendment EO
      11195
Revoked by: EO 12060, May 15, 1978",Lyndon B Johnson,367,62.0
3693,11190.0,Providing for the screening of the Ready Reserve of the Armed Forces,1964-12-29,"Federal Register page and date: 29 FR 19183; December 31, 1964
Revokes: EO 10651, January 6, 1956
Amended by: EO 11382, November 28, 1967; EO 13286, February 28, 2003",Lyndon B Johnson,403,63.0
3694,11191.0,Providing for the carrying out of certain provisions of the Communications Satellite Act of 1962,1965-01-04,"Federal Register page and date: 30 FR 29; January 5, 1965
Amended by: EO 11556, September 4, 1970
Revoked by: EO 12046, March 27, 1978",Lyndon B Johnson,409,64.0
3695,11192.0,"Inspection of income, estate, and gift tax returns by the Senate Committee on Rules and Administration",1965-01-13,"Federal Register page and date: 30 FR 521; January 15, 1965",Lyndon B Johnson,418,65.0
3696,11193.0,Winston Spencer Churchill,1965-01-24,"Federal Register page and date: 30 FR 821; January 27, 1965",Lyndon B Johnson,429,66.0
3697,11194.0,"Inspection of income, excess-profits, estate, and gift tax returns by the Senate Committee on Government Operations",1965-01-26,"Federal Register page and date: 30 FR 877; January 28, 1965",Lyndon B Johnson,431,67.0
3698,11195.0,Placing additional positions in levels IV and V of the Federal Executive Salary Schedule,1965-01-30,"Federal Register page and date: 30 FR 1169; February 4, 1965
Amends: EO 11189, November 23, 1964
Revoked by: EO 12060, May 15, 1978",Lyndon B Johnson,435,68.0
3699,11196.0,Providing for the performance by the Housing and Home Finance Administrator of certain functions vested in or subject to the approval of the President,1965-02-02,"Federal Register page and date: 30 FR 1171; February 4, 1965
Supersedes in part: EO 10530, May 10, 1954;
      EO 11184, October 13, 1964
Supersedes: EO 10573, October 26, 1954;
      EO 10852, November 27, 1959
Revoked by: EO 12553, February 25, 1986
See Pub. L. 89-174 (79 Stat. 669); Pub. L. 93-383 (88 Stat. 653) (Functions transferred to HUD)",Lyndon B Johnson,438,69.0
3700,11197.0,Establishing the President's Council on Equal Opportunity,1965-02-05,"Federal Register page and date: 30 FR 1721; February 9, 1965
Revoked by: EO 11247, September 24, 1965",Lyndon B Johnson,441,70.0
3701,11198.0,Imposition of interest equalization tax on certain commercial bank loans,1965-02-10,"Federal Register page and date: 30 FR 1929; February 11, 1965
Superseded in part by: EO 11304, September
      12, 1966
Modified by EO 11328, February 20, 1967
Authority repealed by Pub. L. 94-455 (90 Stat. 1814, 26 U.S.C. 4911 nt.)
See: EO 11175, September 2, 1964",Lyndon B Johnson,446,71.0
3702,11199.0,Discontinuing the defensive sea area off the coast of North Carolina,1965-02-24,"Federal Register page and date: 30 FR 2579; February 27, 1965
Revokes: EO 5786, January 30, 1932",Lyndon B Johnson,460,72.0
3703,11200.0,Providing for establishing user fees pursuant to the Land and Water Conservation Fund Act of 1965,1965-02-26,"Federal Register page and date: 30 FR 2645; March 2, 1965",Lyndon B Johnson,462,73.0
3704,11201.0,"Inspection of income, excess-profits, estate, and gift tax returns by the Committee on Government Operations, House of Representatives",1965-03-04,"Federal Register page and date: 30 FR 2921; March 6, 1965",Lyndon B Johnson,468,74.0
3705,11202.0,Permitting student trainees to be given career or career-conditional appointments,1965-03-05,"Federal Register page and date: 30 FR 3185; March 9, 1965
Revoked by: EO 11813, October 7, 1974",Lyndon B Johnson,469,75.0
3706,11203.0,Permitting certain qualified employees of the Treasury Department to be given career appointment,1965-03-12,"Federal Register page and date: 30 FR 3417; March 16, 1965
Amended by: EO 12107, December 28, 1978",Lyndon B Johnson,476,76.0
3707,11204.0,"Inspection of income, estate, and gift tax returns by the Committee on Public Works, House of Representatives",1965-03-12,"Federal Register page and date: 30 FR 3419; March 16, 1965",Lyndon B Johnson,476,77.0
3708,11205.0,"Revoking   10729 of September 16, 1957",1965-03-15,"Federal Register page and date: 30 FR 3513; March 17, 1965
Revokes: EO 10729, September 16, 1957",Lyndon B Johnson,479,78.0
3709,11206.0,Inspection of interest equalization tax returns,1965-03-18,"Federal Register page and date: 30 FR 3741; March 23, 1965
Revoked by: EO 12553, February 25, 1986",Lyndon B Johnson,482,79.0
3710,11207.0,Providing Federal assistance in the State of Alabama,1965-03-20,"Federal Register page and date: 30 FR 3743; March 23, 1965",Lyndon B Johnson,484,80.0
3711,11208.0,Revoking Executive orders pertaining to the President's Advisory Council on the Arts,1965-03-24,"Federal Register page and date: 30 FR 3927; March 26, 1965
Revokes: EO 11112, June 12, 1963;
      EO 11124, October 28, 1963",Lyndon B Johnson,488,81.0
3712,11209.0,Establishing the Federal Development Committee for Appalachia and prescribing other arrangements for coordination with the Appalachia Regional Commission,1965-03-25,"Federal Register page and date: 30 FR 3929; March 26, 1965
Revokes: EO 11186, October 23, 1964
Revoked by: EO 11386, December 28, 1967",Lyndon B Johnson,489,82.0
3713,11210.0,Establishing a Temporary Commission on Pennsylvania Avenue,1965-03-25,"Federal Register page and date: 30 FR 4051; March 27, 1965
Amended by: EO 11347, April 20, 1967
Commission ceased to function on November 15, 1969 from lack of funds--order was never formally revoked",Lyndon B Johnson,489,83.0
3714,11211.0,Exclusion for original or new Japanese issues as required for international monetary stability,1965-04-02,"Federal Register page and date: 30 FR 4385; April 6, 1965
Amended by: EO 11368, August 28, 1967; EO
      11506, February 2, 1970
Authority repealed by Pub. L. 94-455 (90 Stat. 1814, 26 U.S.C. 4911 nt.)",Lyndon B Johnson,497,84.0
